word,max_lem_cat,max_lem_lemma,marking
dedicada,ADJECTIVE,dedicado,
defectuoso,ADJECTIVE,defectuoso,
deficiente,ADJECTIVE,deficiente,
definido,ADJECTIVE,definido,
definitivo,ADJECTIVE,definitivo,
deforme,ADJECTIVE,deforme,
defraudado,ADJECTIVE,defraudado,
degenerado,ADJECTIVE,degenerado,
degradado,ADJECTIVE,degradado,
delantera,ADJECTIVE,delantero,
delantero,ADJECTIVE,delantero,
delegado,ADJECTIVE,delegado,
delgada,ADJECTIVE,delgado,
delicada,ADJECTIVE,delicado,
delicadas,ADJECTIVE,delicado,
delicado,ADJECTIVE,delicado,
deliciosa,ADJECTIVE,delicioso,
delicioso,ADJECTIVE,delicioso,
delincuente,ADJECTIVE,delincuente,
delirante,ADJECTIVE,delirante,
demandante,ADJECTIVE,demandante,
demente,ADJECTIVE,demente,
democrático,ADJECTIVE,democrático,
demostrativo,ADJECTIVE,demostrativo,
denigrante,ADJECTIVE,denigrante,
densa,ADJECTIVE,denso,
denso,ADJECTIVE,denso,
dental,ADJECTIVE,dental,
dependiente,ADJECTIVE,dependiente,
deplorable,ADJECTIVE,deplorable,
deportiva,ADJECTIVE,deportivo,
deportivos,ADJECTIVE,deportivo,
depravado,ADJECTIVE,depravado,
depresivo,ADJECTIVE,depresivo,
deprimente,ADJECTIVE,deprimente,
deprimido,ADJECTIVE,deprimido,
derrotado,ADJECTIVE,derrotado,
desabrido,ADJECTIVE,desabrido,
desacertado,ADJECTIVE,desacertado,
desafiante,ADJECTIVE,desafiante,
desafortunado,ADJECTIVE,desafortunado,
desagradable,ADJECTIVE,desagradable,
desagradables,ADJECTIVE,desagradable,
desagradecido,ADJECTIVE,desagradecido,
desaliñado,ADJECTIVE,desaliñado,
desalmado,ADJECTIVE,desalmado,
desamorado,ADJECTIVE,desamorado,
desanimado,ADJECTIVE,desanimado,
desaparecidos,ADJECTIVE,desaparecido,
desapercibido,ADJECTIVE,desapercibido,
desarmado,ADJECTIVE,desarmado,
desarreglado,ADJECTIVE,desarreglado,
desastroso,ADJECTIVE,desastroso,
desatento,ADJECTIVE,desatento,
desbocado,ADJECTIVE,desbocado,
desbordado,ADJECTIVE,desbordado,
descansado,ADJECTIVE,descansado,
descarado,ADJECTIVE,descarado,
descartable,ADJECTIVE,descartable,
descendiente,ADJECTIVE,descendiente,
descolocado,ADJECTIVE,descolocado,
descolorido,ADJECTIVE,descolorido,
descompuesto,ADJECTIVE,descompuesto,
descomunal,ADJECTIVE,descomunal,
desconcentrado,ADJECTIVE,desconcentrado,
desconcertado,ADJECTIVE,desconcertado,
desconfiado,ADJECTIVE,desconfiado,
desconocida,ADJECTIVE,desconocido,
desconocido,ADJECTIVE,desconocido,
desconocidos,ADJECTIVE,desconocido,
desconsiderado,ADJECTIVE,desconsiderado,
descontrolado,ADJECTIVE,descontrolado,
descortés,ADJECTIVE,descortés,
descriptivo,ADJECTIVE,descriptivo,
descuidado,ADJECTIVE,descuidado,
desdeñoso,ADJECTIVE,desdeñoso,
deseable,ADJECTIVE,deseable,
deseado,ADJECTIVE,deseado,
desechable,ADJECTIVE,desechable,
desechado,ADJECTIVE,desechado,
desempleado,ADJECTIVE,desempleado,
desenfadado,ADJECTIVE,desenfadado,
desenfrenado,ADJECTIVE,desenfrenado,
deseoso,ADJECTIVE,deseoso,
desequilibrado,ADJECTIVE,desequilibrado,
desértico,ADJECTIVE,desértico,
desesperado,ADJECTIVE,desesperado,
desesperante,ADJECTIVE,desesperante,
desfachatado,ADJECTIVE,desfachatado,
desfavorable,ADJECTIVE,desfavorable,
desganado,ADJECTIVE,desganado,
desgraciado,ADJECTIVE,desgraciado,
deshechos,ADJECTIVE,deshecho,
deshonesto,ADJECTIVE,deshonesto,
desierta,ADJECTIVE,desierto,
desigual,ADJECTIVE,desigual,
desiguales,ADJECTIVE,desigual,
desinformado,ADJECTIVE,desinformado,
desinteresado,ADJECTIVE,desinteresado,
desleal,ADJECTIVE,desleal,
deslucido,ADJECTIVE,deslucido,
deslumbrante,ADJECTIVE,deslumbrante,
desmedido,ADJECTIVE,desmedido,
desmesurado,ADJECTIVE,desmesurado,
desnuda,ADJECTIVE,desnudo,
desnudo,ADJECTIVE,desnudo,
desobediente,ADJECTIVE,desobediente,
desocupado,ADJECTIVE,desocupado,
desodorante,ADJECTIVE,desodorante,
desolador,ADJECTIVE,desolador,
desordenado,ADJECTIVE,desordenado,
desorganizado,ADJECTIVE,desorganizado,
desorientado,ADJECTIVE,desorientado,
despampanante,ADJECTIVE,despampanante,
desparejo,ADJECTIVE,desparejo,
despectivo,ADJECTIVE,despectivo,
despedida,ADJECTIVE,despedido,
despejado,ADJECTIVE,despejado,
despiadado,ADJECTIVE,despiadado,
despierto,ADJECTIVE,despierto,
despistado,ADJECTIVE,despistado,
déspota,ADJECTIVE,déspota,
despreciable,ADJECTIVE,despreciable,
despreciado,ADJECTIVE,despreciado,
desprendido,ADJECTIVE,desprendido,
despreocupado,ADJECTIVE,despreocupado,
desprevenido,ADJECTIVE,desprevenido,
desproporcionado,ADJECTIVE,desproporcionado,
desprovisto,ADJECTIVE,desprovisto,
destacable,ADJECTIVE,destacable,
destacado,ADJECTIVE,destacado,
destructivo,ADJECTIVE,destructivo,
destructor,ADJECTIVE,destructor,
desvalido,ADJECTIVE,desvalido,
desvergonzado,ADJECTIVE,desvergonzado,
detallado,ADJECTIVE,detallado,
detallista,ADJECTIVE,detallista,
detergente,ADJECTIVE,detergente,
determinado,ADJECTIVE,determinado,
detestable,ADJECTIVE,detestable,
devoto,ADJECTIVE,devoto,
diaria,ADJECTIVE,diario,
dibujante,ADJECTIVE,dibujante,
animado,ADJECTIVE,animado,
animados,ADJECTIVE,animado,
dichos,ADJECTIVE,dicho,
dichoso,ADJECTIVE,dichoso,
didáctico,ADJECTIVE,didáctico,
diestro,ADJECTIVE,diestro,
diferente,ADJECTIVE,diferente,
difícil,ADJECTIVE,difícil,
difíciles,ADJECTIVE,difícil,
dificultoso,ADJECTIVE,dificultoso,
difuso,ADJECTIVE,difuso,
digestivo,ADJECTIVE,digestivo,
digital,ADJECTIVE,digital,
digno,ADJECTIVE,digno,
diligente,ADJECTIVE,diligente,
diminuta,ADJECTIVE,diminuto,
diminutivo,ADJECTIVE,diminutivo,
diminuto,ADJECTIVE,diminuto,
dinámica,ADJECTIVE,dinámico,
dinámico,ADJECTIVE,dinámico,
diplomático,ADJECTIVE,diplomático,
directa,ADJECTIVE,directo,
directo,ADJECTIVE,directo,
dirigente,ADJECTIVE,dirigente,
dirigible,ADJECTIVE,dirigible,
discapacitado,ADJECTIVE,discapacitado,
disciplinado,ADJECTIVE,disciplinado,
disconforme,ADJECTIVE,disconforme,
discreto,ADJECTIVE,discreto,
discutible,ADJECTIVE,discutible,
disfuncional,ADJECTIVE,disfuncional,
disgustado,ADJECTIVE,disgustado,
dispar,ADJECTIVE,dispar,
disponible,ADJECTIVE,disponible,
dispuesto,ADJECTIVE,dispuesto,
distante,ADJECTIVE,distante,
distantes,ADJECTIVE,distante,
distendido,ADJECTIVE,distendido,
distinguido,ADJECTIVE,distinguido,
distinta,ADJECTIVE,distinto,
distinto,ADJECTIVE,distinto,
distraído,ADJECTIVE,distraído,
diverso,ADJECTIVE,diverso,
divertida,ADJECTIVE,divertido,
divertidas,ADJECTIVE,divertido,
divertido,ADJECTIVE,divertido,
divertidos,ADJECTIVE,divertido,
dividido,ADJECTIVE,dividido,
divina,ADJECTIVE,divino,
divino,ADJECTIVE,divino,
divorciado,ADJECTIVE,divorciado,
doblado,ADJECTIVE,doblado,
doble,ADJECTIVE,doble,
docente,ADJECTIVE,docente,
docentes,ADJECTIVE,docente,
dócil,ADJECTIVE,dócil,
dogmático,ADJECTIVE,dogmático,
dolido,ADJECTIVE,dolido,
doliente,ADJECTIVE,doliente,
dolorido,ADJECTIVE,dolorido,
dolorosa,ADJECTIVE,doloroso,
doloroso,ADJECTIVE,doloroso,
doméstico,ADJECTIVE,doméstico,
dominado,ADJECTIVE,dominado,
dominante,ADJECTIVE,dominante,
donante,ADJECTIVE,donante,
dorada,ADJECTIVE,dorado,
doradas,ADJECTIVE,dorado,
dorado,ADJECTIVE,dorado,
dormida,ADJECTIVE,dormido,
dormido,ADJECTIVE,dormido,
dorsal,ADJECTIVE,dorsal,
dotado,ADJECTIVE,dotado,
dramático,ADJECTIVE,dramático,
drogado,ADJECTIVE,drogado,
dual,ADJECTIVE,dual,
dubitativo,ADJECTIVE,dubitativo,
ducho,ADJECTIVE,ducho,
dúctil,ADJECTIVE,dúctil,
dudosa,ADJECTIVE,dudoso,
dudoso,ADJECTIVE,dudoso,
dulce,ADJECTIVE,dulce,
dulce,ADJECTIVE,dulce,
dura,ADJECTIVE,duro,
durable,ADJECTIVE,durable,
duradera,ADJECTIVE,duradero,
duradero,ADJECTIVE,duradero,
duras,ADJECTIVE,duro,
duro,ADJECTIVE,duro,
ebrio,ADJECTIVE,ebrio,
ecológico,ADJECTIVE,ecológico,
económica,ADJECTIVE,económico,
económico,ADJECTIVE,económico,
educada,ADJECTIVE,educado,
educado,ADJECTIVE,educado,
educativo,ADJECTIVE,educativo,
educativos,ADJECTIVE,educativo,
eficaz,ADJECTIVE,eficaz,
eficiente,ADJECTIVE,eficiente,
efímero,ADJECTIVE,efímero,
efusivo,ADJECTIVE,efusivo,
egocéntrico,ADJECTIVE,egocéntrico,
egoísta,ADJECTIVE,egoísta,
ególatra,ADJECTIVE,ególatra,
ejemplar,ADJECTIVE,ejemplar,
elaborado,ADJECTIVE,elaborado,
elástica,ADJECTIVE,elástico,
elástico,ADJECTIVE,elástico,
electo,ADJECTIVE,electo,
electoral,ADJECTIVE,electoral,
eléctrica,ADJECTIVE,eléctrico,
eléctrico,ADJECTIVE,eléctrico,
electrodomésticos,ADJECTIVE,electrodoméstico,
electrónica,ADJECTIVE,electrónico,
electrónico,ADJECTIVE,electrónico,
elegante,ADJECTIVE,elegante,
elegantes,ADJECTIVE,elegante,
elemental,ADJECTIVE,elemental,
elevado,ADJECTIVE,elevado,
eliminado,ADJECTIVE,eliminado,
elitista,ADJECTIVE,elitista,
elocuente,ADJECTIVE,elocuente,
embarazada,ADJECTIVE,embarazado,
embustero,ADJECTIVE,embustero,
embutido,ADJECTIVE,embutido,
emergente,ADJECTIVE,emergente,
emigrante,ADJECTIVE,emigrante,
emocional,ADJECTIVE,emocional,
emocionante,ADJECTIVE,emocionante,
emotivo,ADJECTIVE,emotivo,
empalagoso,ADJECTIVE,empalagoso,
empanadas,ADJECTIVE,empanado,
empático,ADJECTIVE,empático,
empobrecido,ADJECTIVE,empobrecido,
emprendedor,ADJECTIVE,emprendedor,
emprendedora,ADJECTIVE,emprendedor,
blanco,ADJECTIVE,blanco,
enajenado,ADJECTIVE,enajenado,
enamorada,ADJECTIVE,enamorado,
enamorado,ADJECTIVE,enamorado,
enana,ADJECTIVE,enano,
encantado,ADJECTIVE,encantado,
encantador,ADJECTIVE,encantador,
encantadora,ADJECTIVE,encantador,
encarcelado,ADJECTIVE,encarcelado,
encargado,ADJECTIVE,encargado,
encendido,ADJECTIVE,encendido,
encerrado,ADJECTIVE,encerrado,
endeble,ADJECTIVE,endeble,
enemigo,ADJECTIVE,enemigo,
energético,ADJECTIVE,energético,
enérgica,ADJECTIVE,enérgico,
enérgico,ADJECTIVE,enérgico,
mental,ADJECTIVE,mental,
enfermizo,ADJECTIVE,enfermizo,
enfurecido,ADJECTIVE,enfurecido,
enganchado,ADJECTIVE,enganchado,
engañador,ADJECTIVE,engañador,
engañosa,ADJECTIVE,engañoso,
engañoso,ADJECTIVE,engañoso,
engorroso,ADJECTIVE,engorroso,
engreído,ADJECTIVE,engreído,
enojoso,ADJECTIVE,enojoso,
enorme,ADJECTIVE,enorme,
enormes,ADJECTIVE,enorme,
enredadera,ADJECTIVE,enredadera,
ensimismado,ADJECTIVE,ensimismado,
entera,ADJECTIVE,entero,
entero,ADJECTIVE,entero,
entradas,ADJECTIVE,entrado,
entrañable,ADJECTIVE,entrañable,
entregado,ADJECTIVE,entregado,
entrenado,ADJECTIVE,entrenado,
entreverado,ADJECTIVE,entreverado,
entrometido,ADJECTIVE,entrometido,
entusiasmado,ADJECTIVE,entusiasmado,
entusiasta,ADJECTIVE,entusiasta,
enviado,ADJECTIVE,enviado,
envuelto,ADJECTIVE,envuelto,
equilátero,ADJECTIVE,equilátero,
equilibrado,ADJECTIVE,equilibrado,
equino,ADJECTIVE,equino,
equitativo,ADJECTIVE,equitativo,
equivalente,ADJECTIVE,equivalente,
equivocado,ADJECTIVE,equivocado,
equívoco,ADJECTIVE,equívoco,
erecto,ADJECTIVE,erecto,
erótico,ADJECTIVE,erótico,
errante,ADJECTIVE,errante,
errónea,ADJECTIVE,erróneo,
erróneo,ADJECTIVE,erróneo,
erudito,ADJECTIVE,erudito,
esbelta,ADJECTIVE,esbelto,
esbelto,ADJECTIVE,esbelto,
escalar,ADJECTIVE,escalar,
escalofriante,ADJECTIVE,escalofriante,
escandaloso,ADJECTIVE,escandaloso,
escarpada,ADJECTIVE,escarpado,
escasas,ADJECTIVE,escaso,
escaso,ADJECTIVE,escaso,
escéptico,ADJECTIVE,escéptico,
esclavo,ADJECTIVE,esclavo,
escolar,ADJECTIVE,escolar,
escolares,ADJECTIVE,escolar,
escondida,ADJECTIVE,escondido,
escondido,ADJECTIVE,escondido,
escrita,ADJECTIVE,escrito,
escrito,ADJECTIVE,escrito,
escritos,ADJECTIVE,escrito,
escueto,ADJECTIVE,escueto,
escurridizo,ADJECTIVE,escurridizo,
esencial,ADJECTIVE,esencial,
esenciales,ADJECTIVE,esencial,
esférico,ADJECTIVE,esférico,
esmerado,ADJECTIVE,esmerado,
espacial,ADJECTIVE,espacial,
espacioso,ADJECTIVE,espacioso,
espantoso,ADJECTIVE,espantoso,
español,ADJECTIVE,español,
española,ADJECTIVE,español,
españoles,ADJECTIVE,español,
especial,ADJECTIVE,especial,
especiales,ADJECTIVE,especial,
específica,ADJECTIVE,específico,
específico,ADJECTIVE,específico,
espectacular,ADJECTIVE,espectacular,
espeluznante,ADJECTIVE,espeluznante,
esperable,ADJECTIVE,esperable,
esperado,ADJECTIVE,esperado,
esperanzado,ADJECTIVE,esperanzado,
espesa,ADJECTIVE,espeso,
espeso,ADJECTIVE,espeso,
espinal,ADJECTIVE,espinal,
espinoso,ADJECTIVE,espinoso,
espiritual,ADJECTIVE,espiritual,
espléndida,ADJECTIVE,espléndido,
espléndido,ADJECTIVE,espléndido,
esplendoroso,ADJECTIVE,esplendoroso,
esponjoso,ADJECTIVE,esponjoso,
espontánea,ADJECTIVE,espontáneo,
espontáneo,ADJECTIVE,espontáneo,
espumoso,ADJECTIVE,espumoso,
esquimal,ADJECTIVE,esquimal,
esquivo,ADJECTIVE,esquivo,
estable,ADJECTIVE,estable,
establecido,ADJECTIVE,establecido,
estancado,ADJECTIVE,estancado,
estándar,ADJECTIVE,estándar,
estatal,ADJECTIVE,estatal,
estática,ADJECTIVE,estático,
estático,ADJECTIVE,estático,
estelar,ADJECTIVE,estelar,
estéril,ADJECTIVE,estéril,
estético,ADJECTIVE,estético,
estimulante,ADJECTIVE,estimulante,
estirado,ADJECTIVE,estirado,
estival,ADJECTIVE,estival,
estofado,ADJECTIVE,estofado,
estoico,ADJECTIVE,estoico,
estomacal,ADJECTIVE,estomacal,
estrecha,ADJECTIVE,estrecho,
estresante,ADJECTIVE,estresante,
estricto,ADJECTIVE,estricto,
estridente,ADJECTIVE,estridente,
estropeado,ADJECTIVE,estropeado,
estructurado,ADJECTIVE,estructurado,
estudiantil,ADJECTIVE,estudiantil,
estudiosa,ADJECTIVE,estudioso,
estudioso,ADJECTIVE,estudioso,
estupefacto,ADJECTIVE,estupefacto,
estupendo,ADJECTIVE,estupendo,
estúpido,ADJECTIVE,estúpido,
etéreo,ADJECTIVE,etéreo,
eterna,ADJECTIVE,eterno,
eterno,ADJECTIVE,eterno,
ético,ADJECTIVE,ético,
eufórico,ADJECTIVE,eufórico,
evidente,ADJECTIVE,evidente,
evitable,ADJECTIVE,evitable,
exacta,ADJECTIVE,exacto,
exacto,ADJECTIVE,exacto,
exagerado,ADJECTIVE,exagerado,
exaltado,ADJECTIVE,exaltado,
excedente,ADJECTIVE,excedente,
excelente,ADJECTIVE,excelente,
excelso,ADJECTIVE,excelso,
excéntrico,ADJECTIVE,excéntrico,
excepcional,ADJECTIVE,excepcional,
excesivo,ADJECTIVE,excesivo,
excitado,ADJECTIVE,excitado,
excitante,ADJECTIVE,excitante,
exclusivo,ADJECTIVE,exclusivo,
excluyente,ADJECTIVE,excluyente,
exhaustivo,ADJECTIVE,exhaustivo,
exhausto,ADJECTIVE,exhausto,
exigente,ADJECTIVE,exigente,
existente,ADJECTIVE,existente,
exitosa,ADJECTIVE,exitoso,
exitoso,ADJECTIVE,exitoso,
exótica,ADJECTIVE,exótico,
exótico,ADJECTIVE,exótico,
expectante,ADJECTIVE,expectante,
explicativo,ADJECTIVE,explicativo,
explícito,ADJECTIVE,explícito,
explosivo,ADJECTIVE,explosivo,
explotado,ADJECTIVE,explotado,
expresivo,ADJECTIVE,expresivo,
expuesto,ADJECTIVE,expuesto,
expulsado,ADJECTIVE,expulsado,
exquisita,ADJECTIVE,exquisito,
exquisito,ADJECTIVE,exquisito,
extensa,ADJECTIVE,extenso,
extenso,ADJECTIVE,extenso,
exterior,ADJECTIVE,exterior,
externo,ADJECTIVE,externo,
extinta,ADJECTIVE,extinto,
extinto,ADJECTIVE,extinto,
extra,ADJECTIVE,extra,
extranjeros,ADJECTIVE,extranjero,
extraña,ADJECTIVE,extraño,
extraño,ADJECTIVE,extraño,
extraños,ADJECTIVE,extraño,
extraordinario,ADJECTIVE,extraordinario,
extraterrestre,ADJECTIVE,extraterrestre,
extraterrestres,ADJECTIVE,extraterrestre,
extravagante,ADJECTIVE,extravagante,
extraviado,ADJECTIVE,extraviado,
extrema,ADJECTIVE,extremo,
extremista,ADJECTIVE,extremista,
extrovertida,ADJECTIVE,extrovertido,
extrovertido,ADJECTIVE,extrovertido,
exuberante,ADJECTIVE,exuberante,
exultante,ADJECTIVE,exultante,
fabuloso,ADJECTIVE,fabuloso,
facial,ADJECTIVE,facial,
fácil,ADJECTIVE,fácil,
facilitador,ADJECTIVE,facilitador,
factible,ADJECTIVE,factible,
falaz,ADJECTIVE,falaz,
fallido,ADJECTIVE,fallido,
falsa,ADJECTIVE,falso,
falsas,ADJECTIVE,falso,
falso,ADJECTIVE,falso,
falso,ADJECTIVE,falso,
falsos,ADJECTIVE,falso,
faltante,ADJECTIVE,faltante,
falto,ADJECTIVE,falto,
famélico,ADJECTIVE,famélico,
familiar,ADJECTIVE,familiar,
famoso,ADJECTIVE,famoso,
famosos,ADJECTIVE,famoso,
fanfarrón,ADJECTIVE,fanfarrón,
fantasioso,ADJECTIVE,fantasioso,
farmacéutico,ADJECTIVE,farmacéutico,
fascinante,ADJECTIVE,fascinante,
fascista,ADJECTIVE,fascista,
fastidioso,ADJECTIVE,fastidioso,
fatal,ADJECTIVE,fatal,
favorable,ADJECTIVE,favorable,
favorecido,ADJECTIVE,favorecido,
favorito,ADJECTIVE,favorito,
fea,ADJECTIVE,feo,
feas,ADJECTIVE,feo,
fecal,ADJECTIVE,fecal,
felices,ADJECTIVE,felice,
felino,ADJECTIVE,felino,
feliz,ADJECTIVE,feliz,
femenina,ADJECTIVE,femenino,
femeninas,ADJECTIVE,femenino,
femenino,ADJECTIVE,femenino,
feminista,ADJECTIVE,feminista,
feministas,ADJECTIVE,feminista,
fenomenal,ADJECTIVE,fenomenal,
feo,ADJECTIVE,feo,
feo,ADJECTIVE,feo,
feos,ADJECTIVE,feo,
feriado,ADJECTIVE,feriado,
feroz,ADJECTIVE,feroz,
fértil,ADJECTIVE,fértil,
festivo,ADJECTIVE,festivo,
fétido,ADJECTIVE,fétido,
fiable,ADJECTIVE,fiable,
ficticio,ADJECTIVE,ficticio,
fiel,ADJECTIVE,fiel,
fieles,ADJECTIVE,fiel,
fiera,ADJECTIVE,fiero,
fija,ADJECTIVE,fijo,
fijo,ADJECTIVE,fijo,
filosa,ADJECTIVE,filoso,
filoso,ADJECTIVE,filoso,
filosófico,ADJECTIVE,filosófico,
fina,ADJECTIVE,fino,
finalizada,ADJECTIVE,finalizado,
finalizado,ADJECTIVE,finalizado,
financiera,ADJECTIVE,financiero,
financiero,ADJECTIVE,financiero,
finas,ADJECTIVE,fino,
finito,ADJECTIVE,finito,
fino,ADJECTIVE,fino,
finos,ADJECTIVE,fino,
firme,ADJECTIVE,firme,
firmes,ADJECTIVE,firme,
fiscal,ADJECTIVE,fiscal,
física,ADJECTIVE,físico,
físicas,ADJECTIVE,físico,
físico,ADJECTIVE,físico,
flaca,ADJECTIVE,flaco,
flacas,ADJECTIVE,flaco,
flácido,ADJECTIVE,flácido,
flaco,ADJECTIVE,flaco,
flamenco,ADJECTIVE,flamenco,
flexible,ADJECTIVE,flexible,
floja,ADJECTIVE,flojo,
flojo,ADJECTIVE,flojo,
floral,ADJECTIVE,floral,
flotante,ADJECTIVE,flotante,
fluido,ADJECTIVE,fluido,
fofo,ADJECTIVE,fofo,
fogoso,ADJECTIVE,fogoso,
fontanero,ADJECTIVE,fontanero,
formado,ADJECTIVE,formado,
formal,ADJECTIVE,formal,
fortuito,ADJECTIVE,fortuito,
forzado,ADJECTIVE,forzado,
forzoso,ADJECTIVE,forzoso,
fósil,ADJECTIVE,fósil,
fragante,ADJECTIVE,fragante,
frágil,ADJECTIVE,frágil,
frágiles,ADJECTIVE,frágil,
franca,ADJECTIVE,franco,
francés,ADJECTIVE,francés,
fraterno,ADJECTIVE,fraterno,
frecuente,ADJECTIVE,frecuente,
frenético,ADJECTIVE,frenético,
amplio,ADJECTIVE,amplio,
fresca,ADJECTIVE,fresco,
frescas,ADJECTIVE,fresco,
fresco,ADJECTIVE,fresco,
frescos,ADJECTIVE,fresco,
fría,ADJECTIVE,frío,
frías,ADJECTIVE,frío,
fríos,ADJECTIVE,frío,
frita,ADJECTIVE,frito,
fritas,ADJECTIVE,frito,
frito,ADJECTIVE,frito,
frívolo,ADJECTIVE,frívolo,
frondoso,ADJECTIVE,frondoso,
frontal,ADJECTIVE,frontal,
frustrado,ADJECTIVE,frustrado,
frustrante,ADJECTIVE,frustrante,
frutal,ADJECTIVE,frutal,
artificiales,ADJECTIVE,artificial,
común,ADJECTIVE,común,
fuerte,ADJECTIVE,fuerte,
fuertes,ADJECTIVE,fuerte,
fugaz,ADJECTIVE,fugaz,
fugitivo,ADJECTIVE,fugitivo,
fumador,ADJECTIVE,fumador,
funcional,ADJECTIVE,funcional,
fundamental,ADJECTIVE,fundamental,
fundido,ADJECTIVE,fundido,
fúnebre,ADJECTIVE,fúnebre,
funeraria,ADJECTIVE,funerario,
funesto,ADJECTIVE,funesto,
furiosa,ADJECTIVE,furioso,
furioso,ADJECTIVE,furioso,
fútil,ADJECTIVE,fútil,
galante,ADJECTIVE,galante,
gallego,ADJECTIVE,gallego,
ganadora,ADJECTIVE,ganador,
ganadores,ADJECTIVE,ganador,
gaseoso,ADJECTIVE,gaseoso,
gay,ADJECTIVE,gay,
gays,ADJECTIVE,gay,
gelatinoso,ADJECTIVE,gelatinoso,
gélido,ADJECTIVE,gélido,
generador,ADJECTIVE,generador,
general,ADJECTIVE,general,
generosa,ADJECTIVE,generoso,
generoso,ADJECTIVE,generoso,
genética,ADJECTIVE,genético,
genético,ADJECTIVE,genético,
genial,ADJECTIVE,genial,
geniales,ADJECTIVE,genial,
genital,ADJECTIVE,genital,
gentil,ADJECTIVE,gentil,
genuino,ADJECTIVE,genuino,
geográfico,ADJECTIVE,geográfico,
geométrico,ADJECTIVE,geométrico,
gigante,ADJECTIVE,gigante,
gigantesco,ADJECTIVE,gigantesco,
gimnasta,ADJECTIVE,gimnasta,
giros,ADJECTIVE,giro,
gitana,ADJECTIVE,gitano,
glaciar,ADJECTIVE,glaciar,
global,ADJECTIVE,global,
glorioso,ADJECTIVE,glorioso,
glotón,ADJECTIVE,glotón,
glúteos,ADJECTIVE,glúteo,
gobernante,ADJECTIVE,gobernante,
goloso,ADJECTIVE,goloso,
gomoso,ADJECTIVE,gomoso,
gorda,ADJECTIVE,gordo,
gordas,ADJECTIVE,gordo,
gordito,ADJECTIVE,gordito,
gordo,ADJECTIVE,gordo,
gordos,ADJECTIVE,gordo,
grabador,ADJECTIVE,grabador,
graciosa,ADJECTIVE,gracioso,
gracioso,ADJECTIVE,gracioso,
graciosos,ADJECTIVE,gracioso,
graduado,ADJECTIVE,graduado,
gráfica,ADJECTIVE,gráfico,
gráfico,ADJECTIVE,gráfico,
gran,ADJECTIVE,gran,
granate,ADJECTIVE,granate,
grande,ADJECTIVE,grande,
grandes,ADJECTIVE,grande,
grandilocuente,ADJECTIVE,grandilocuente,
grandiosa,ADJECTIVE,grandioso,
grandioso,ADJECTIVE,grandioso,
grandote,ADJECTIVE,grandote,
graso,ADJECTIVE,graso,
grasoso,ADJECTIVE,grasoso,
gratificante,ADJECTIVE,gratificante,
grato,ADJECTIVE,grato,
gratuito,ADJECTIVE,gratuito,
grave,ADJECTIVE,grave,
graves,ADJECTIVE,grave,
gremial,ADJECTIVE,gremial,
griega,ADJECTIVE,griego,
griego,ADJECTIVE,griego,
gris,ADJECTIVE,gris,
grises,ADJECTIVE,gris,
gritón,ADJECTIVE,gritón,
grosera,ADJECTIVE,grosero,
grosero,ADJECTIVE,grosero,
groso,ADJECTIVE,groso,
grotesco,ADJECTIVE,grotesco,
gruesa,ADJECTIVE,grueso,
grueso,ADJECTIVE,grueso,
gruñón,ADJECTIVE,gruñón,
grupal,ADJECTIVE,grupal,
guapa,ADJECTIVE,guapo,
guapo,ADJECTIVE,guapo,
guardado,ADJECTIVE,guardado,
guardavidas,ADJECTIVE,guardavidas,
guerrera,ADJECTIVE,guerrero,
guiado,ADJECTIVE,guiado,
gustosa,ADJECTIVE,gustoso,
gustoso,ADJECTIVE,gustoso,
hábil,ADJECTIVE,hábil,
habilidoso,ADJECTIVE,habilidoso,
habilitado,ADJECTIVE,habilitado,
habitual,ADJECTIVE,habitual,
hablante,ADJECTIVE,hablante,
hambriento,ADJECTIVE,hambriento,
hamburguesas,ADJECTIVE,hamburgués,
haraposo,ADJECTIVE,haraposo,
harto,ADJECTIVE,harto,
hecha,ADJECTIVE,hecho,
hechizos,ADJECTIVE,hechizo,
hechos,ADJECTIVE,hecho,
hediondo,ADJECTIVE,hediondo,
helada,ADJECTIVE,helado,
helados,ADJECTIVE,helado,
hereditario,ADJECTIVE,hereditario,
hereje,ADJECTIVE,hereje,
herido,ADJECTIVE,herido,
hermosa,ADJECTIVE,hermoso,
hermosas,ADJECTIVE,hermoso,
hermoso,ADJECTIVE,hermoso,
hermosos,ADJECTIVE,hermoso,
heroico,ADJECTIVE,heroico,
hervido,ADJECTIVE,hervido,
heterogéneo,ADJECTIVE,heterogéneo,
hídrico,ADJECTIVE,hídrico,
higiénico,ADJECTIVE,higiénico,
hinchado,ADJECTIVE,hinchado,
hiperactivo,ADJECTIVE,hiperactivo,
hipócrita,ADJECTIVE,hipócrita,
hippie,ADJECTIVE,hippie,
hiriente,ADJECTIVE,hiriente,
histérica,ADJECTIVE,histérico,
histérico,ADJECTIVE,histérico,
histórico,ADJECTIVE,histórico,
hogareño,ADJECTIVE,hogareño,
holgazán,ADJECTIVE,holgazán,
libre,ADJECTIVE,libre,
sapiens,ADJECTIVE,sapiens,
homogéneo,ADJECTIVE,homogéneo,
homosexual,ADJECTIVE,homosexual,
hondo,ADJECTIVE,hondo,
honesta,ADJECTIVE,honesto,
honesto,ADJECTIVE,honesto,
honorable,ADJECTIVE,honorable,
